_id,type,model
ObjectId(67a569163c6e3c7bd5f8e8d4),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e8d5),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e8d6),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e8d7),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e8d8),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e8d9),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e8da),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e8db),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e8dc),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e8dd),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e8de),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e8df),smart phone,cz
ObjectId(67a569163c6e3c7bd5f8e8e0),smart phone,c3
ObjectId(67a569163c6e3c7bd5f8e8e1),smart phone,bn20
ObjectId(67a569163c6e3c7bd5f8e8e2),smart phone,pk2
ObjectId(67a569163c6e3c7bd5f8e8e3),smart phone,k9
ObjectId(67a569163c6e3c7bd5f8e8e4),smart phone,c12
ObjectId(67a569163c6e3c7bd5f8e8e5),smart phone,platina
ObjectId(67a569163c6e3c7bd5f8e8e6),smart phone,c12
ObjectId(67a569163c6e3c7bd5f8e8e7),smart phone,bn20
ObjectId(67a569163c6e3c7bd5f8e8e8),smart phone,c3
ObjectId(67a569163c6e3c7bd5f8e8e9),smart phone,xm23
ObjectId(67a569163c6e3c7bd5f8e8ea),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e8eb),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e8ec),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e8ed),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e8ee),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e8ef),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e8f0),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e8f1),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e8f2),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e8f3),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e8f4),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e8f5),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e8f6),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e8f7),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e8f8),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e8f9),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e8fa),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e8fb),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e8fc),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e8fd),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e8fe),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e8ff),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e900),smart phone,c3
ObjectId(67a569163c6e3c7bd5f8e901),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e902),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e903),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e904),smart phone,cz
ObjectId(67a569163c6e3c7bd5f8e905),smart phone,pk2
ObjectId(67a569163c6e3c7bd5f8e906),smart phone,k9
ObjectId(67a569163c6e3c7bd5f8e907),smart phone,platina
ObjectId(67a569163c6e3c7bd5f8e908),smart phone,k9
ObjectId(67a569163c6e3c7bd5f8e909),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e90a),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e90b),smart phone,c12
ObjectId(67a569163c6e3c7bd5f8e90c),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e90d),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e90e),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e90f),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e910),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e911),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e912),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e913),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e914),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e915),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e916),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e917),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e918),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e919),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e91a),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e91b),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e91c),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e91d),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e91e),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e91f),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e920),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e921),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e922),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e923),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e924),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e925),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e926),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e927),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e928),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e929),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e92a),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e92b),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e92c),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e92d),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e92e),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e92f),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e930),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e931),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e932),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e933),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e934),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e935),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e936),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e937),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e938),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e939),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e93a),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e93b),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e93c),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e93d),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e93e),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e93f),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e940),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e941),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e942),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e943),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e944),smart phone,pk2
ObjectId(67a569163c6e3c7bd5f8e945),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e946),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e947),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e948),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e949),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e94a),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e94b),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e94c),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e94d),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e94e),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e94f),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e950),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e951),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e952),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e953),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e954),smart phone,xm23
ObjectId(67a569163c6e3c7bd5f8e955),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e956),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e957),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e958),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e959),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e95a),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e95b),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e95c),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e95d),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e95e),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e95f),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e960),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e961),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e962),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e963),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e964),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e965),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e966),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e967),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e968),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e969),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e96a),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e96b),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e96c),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e96d),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e96e),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e96f),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e970),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e971),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e972),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e973),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e974),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e975),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e976),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e977),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e978),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e979),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e97a),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e97b),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e97c),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e97d),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e97e),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e97f),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e980),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e981),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e982),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e983),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e984),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e985),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e986),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e987),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e988),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e989),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e98a),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e98b),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e98c),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e98d),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e98e),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e98f),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e990),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e991),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e992),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e993),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e994),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e995),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e996),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e997),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e998),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e999),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e99a),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e99b),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e99c),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e99d),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e99e),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e99f),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9a0),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9a1),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9a2),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9a3),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9a4),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e9a5),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9a6),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9a7),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9a8),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9a9),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9aa),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9ab),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e9ac),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9ad),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9ae),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9af),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9b0),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9b1),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9b2),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e9b3),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9b4),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9b5),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9b6),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e9b7),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9b8),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9b9),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9ba),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9bb),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9bc),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9bd),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9be),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e9bf),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9c0),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9c1),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9c2),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9c3),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e9c4),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9c5),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9c6),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9c7),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9c8),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9c9),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9ca),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9cb),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9cc),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e9cd),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9ce),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e9cf),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9d0),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9d1),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9d2),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9d3),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e9d4),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9d5),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e9d6),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9d7),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9d8),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9d9),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9da),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9db),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9dc),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e9dd),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9de),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e9df),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9e0),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9e1),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9e2),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e9e3),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9e4),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9e5),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9e6),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9e7),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9e8),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9e9),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9ea),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9eb),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9ec),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e9ed),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9ee),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9ef),laptop,kz
ObjectId(67a569163c6e3c7bd5f8e9f0),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9f1),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9f2),laptop,j3
ObjectId(67a569163c6e3c7bd5f8e9f3),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8e9f4),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9f5),laptop,k12
ObjectId(67a569163c6e3c7bd5f8e9f6),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9f7),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9f8),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8e9f9),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9fa),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9fb),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8e9fc),laptop,c6
ObjectId(67a569163c6e3c7bd5f8e9fd),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8e9fe),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8e9ff),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea00),laptop,kz
ObjectId(67a569163c6e3c7bd5f8ea01),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea02),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea03),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea04),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea05),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea06),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea07),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea08),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea09),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea0a),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea0b),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea0c),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea0d),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea0e),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea0f),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea10),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea11),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea12),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea13),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea14),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea15),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea16),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea17),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea18),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea19),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea1a),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea1b),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea1c),laptop,kz
ObjectId(67a569163c6e3c7bd5f8ea1d),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea1e),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea1f),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea20),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea21),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea22),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea23),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea24),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea25),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea26),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea27),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea28),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea29),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea2a),laptop,kz
ObjectId(67a569163c6e3c7bd5f8ea2b),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea2c),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea2d),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea2e),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea2f),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea30),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea31),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea32),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea33),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea34),laptop,kz
ObjectId(67a569163c6e3c7bd5f8ea35),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea36),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea37),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea38),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea39),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea3a),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea3b),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea3c),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea3d),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea3e),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea3f),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea40),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea41),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea42),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea43),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea44),laptop,k12
ObjectId(67a569163c6e3c7bd5f8ea45),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea46),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea47),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea48),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea49),laptop,jl3
ObjectId(67a569163c6e3c7bd5f8ea4a),laptop,kz
ObjectId(67a569163c6e3c7bd5f8ea4b),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea4c),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea4d),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea4e),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea4f),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea50),laptop,kz
ObjectId(67a569163c6e3c7bd5f8ea51),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea52),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea53),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea54),laptop,kz
ObjectId(67a569163c6e3c7bd5f8ea55),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea56),laptop,kz
ObjectId(67a569163c6e3c7bd5f8ea57),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea58),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea59),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea5a),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea5b),laptop,zeta
ObjectId(67a569163c6e3c7bd5f8ea5c),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea5d),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea5e),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea5f),laptop,j3
ObjectId(67a569163c6e3c7bd5f8ea60),television,k20
ObjectId(67a569163c6e3c7bd5f8ea61),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea62),laptop,ay9
ObjectId(67a569163c6e3c7bd5f8ea63),television,jk23
ObjectId(67a569163c6e3c7bd5f8ea64),television,jk23
ObjectId(67a569163c6e3c7bd5f8ea65),television,k20
ObjectId(67a569163c6e3c7bd5f8ea66),television,dj1
ObjectId(67a569163c6e3c7bd5f8ea67),television,jk23
ObjectId(67a569163c6e3c7bd5f8ea68),television,boom
ObjectId(67a569163c6e3c7bd5f8ea69),television,ss2
ObjectId(67a569163c6e3c7bd5f8ea6a),television,boom
ObjectId(67a569163c6e3c7bd5f8ea6b),television,boom
ObjectId(67a569163c6e3c7bd5f8ea6c),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea6d),television,ss2
ObjectId(67a569163c6e3c7bd5f8ea6e),television,jk23
ObjectId(67a569163c6e3c7bd5f8ea6f),television,ss2
ObjectId(67a569163c6e3c7bd5f8ea70),television,k20
ObjectId(67a569163c6e3c7bd5f8ea71),television,boom
ObjectId(67a569163c6e3c7bd5f8ea72),laptop,qw2
ObjectId(67a569163c6e3c7bd5f8ea73),television,boom
ObjectId(67a569163c6e3c7bd5f8ea74),television,dj1
ObjectId(67a569163c6e3c7bd5f8ea75),television,k20
ObjectId(67a569163c6e3c7bd5f8ea76),laptop,ki2
ObjectId(67a569163c6e3c7bd5f8ea77),television,dj1
ObjectId(67a569163c6e3c7bd5f8ea78),television,jk23
ObjectId(67a569163c6e3c7bd5f8ea79),television,ss2
ObjectId(67a569163c6e3c7bd5f8ea7a),television,k20
ObjectId(67a569163c6e3c7bd5f8ea7b),television,ss2
ObjectId(67a569163c6e3c7bd5f8ea7c),laptop,c6
ObjectId(67a569163c6e3c7bd5f8ea7d),television,dj1
ObjectId(67a569163c6e3c7bd5f8ea7e),television,dj1
ObjectId(67a569163c6e3c7bd5f8ea7f),laptop,c6
